Title,ALogP,ALogp2,AMR,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,PPSA-1,PPSA-2,PPSA-3,PNSA-1,PNSA-2,PNSA-3,DPSA-1,DPSA-2,DPSA-3,FPSA-1,FPSA-2,FPSA-3,FNSA-1,FNSA-2,FNSA-3,WPSA-1,WPSA-2,WPSA-3,WNSA-1,WNSA-2,WNSA-3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,fragC,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Wgamma1.unity,Wgamma2.unity,Wgamma3.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WG.unity,WD.unity,nAcid,apol,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nBase,nB,bpol,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,ECCEN,FMF,tpsaEfficiency,GRAV-1,GRAV-2,GRAV-3,GRAVH-1,GRAVH-2,GRAVH-3,GRAV-4,GRAV-5,GRAV-6,nHBDon,nHBAcc,HybRatio,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,Kier1,Kier2,Kier3,nAtomLC,nAtomP,LOBMAX,LOBMIN,LipinskiFailures,nAtomLAC,MLogP,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MOMI-X,MOMI-Y,MOMI-Z,MOMI-XY,MOMI-XZ,MOMI-YZ,MOMI-R,PetitjeanNumber,topoShape,geomShape,nRotB,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,TopoPSA,VAdjMat,VABC,MW,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,WPATH,WPOL,XLogP,Zagreb
Mol37,0.5679,0.32251041,95.5953,11.99737889,19.00383078,-0.32686176,0.423288553,3.689126761,9.965845109,435.3157678,1162.249365,26.68202226,321.8164148,-859.2174955,-62.59087601,113.499353,2021.466861,89.27289827,0.57495346,1.535067973,0.035240904,0.42504654,-1.13483156,-0.08266836,329.5915774,879.9763985,20.20181775,243.6575645,-650.5412176,-47.38956656,0.150859505,0.122371346,0,2.194917391,542.0382555,215.093927,0.715909676,0.284090324,2206.11,1.161038646,3.857989071,19.79971455,0.046780721,0.155446599,NA,NA,NA,0.431641346,0.468823358,0.570794536,24.81874227,103.8545906,217.3616875,0.348329511,NA,1.47125924,0,58.782239,6,6,54,0.877808313,-0.370129839,0.099345007,-0.350926191,0.171889009,42.64114381,38.15198622,59.84276103,64.6585036,56.00334244,1645.383975,1940.445559,2579.556239,2552.391398,2251.459269,1,33,36.257761,0,0,2,5,1,3,8,0,1,0.25,0.269337567,0.11785113,0.279099054,0.667977819,0.25,0.25,0.091287093,0.175220776,0.204119734,3.628486131,0.322168784,1.682556299,0.596661532,1.329276468,0.075998731,0.297105172,0.055837883,22.97432702,14.44219635,14.45657096,11.06843351,8.599838304,5.033287934,3.239159576,2.191923261,16.57510261,9.97896915,8.199130102,5.681233485,3.811597425,2.018326986,1.216830083,0.764403792,7.521533274,10.47420995,11.64693813,2.437715886,2.863793204,2.469484844,819,0.388888889,0.16718774,2738.691762,52.33251152,13.99096656,2980.213116,54.59132821,14.39071726,6621.29745,81.37135522,18.77792929,2,5,0.6,0,0,0,0,0,0,0,0,7,0,0,2,2,0,0,2,4,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61983471,10.092,5.925925926,5,6,NA,NA,0,4,2.45,0,0,0,0,9.032229697,18.37803682,3.801723162,6.727527969,2.228472139,1,0.142857143,0,0,0,0.142857143,0.25,0,0.333333333,0,11928.9915,10740.11734,1872.36353,1.110694709,6.371087298,5.736128252,9.302875582,0.5,1,0.820953159,10,3,1,3,1,1,0,1,1,0,0,0,75.43,6.044394119,380.3005687,451.1694463,61.11287803,1.971383162,28.60445562,5.056679358,8.956738516,3069,50,2.746,166
Mol38,0.3173,0.10067929,89.5508,11.9,19.00242321,-0.326857878,0.297591692,3.642334656,9.900758351,415.1158506,1043.402079,24.6854379,298.4230196,-750.0922898,-63.88337995,116.6928311,1793.494369,88.56881785,0.581770479,1.462291856,0.034595786,0.418229521,-1.051228351,-0.089530343,296.2012951,744.5079404,17.61401947,212.9364242,-535.220005,-45.58327476,0.103532076,0.129984712,0.15628532,2.377415148,426.0285327,287.5103375,0.597064225,0.402935775,1997.1,1.195547155,3.57213533,18.47414445,0.051439466,0.153694257,NA,NA,NA,0.417660524,0.470566145,0.545523675,23.24182693,92.34951113,194.4880581,0.346149708,NA,1.433750344,0,55.798446,6,6,51,0.788707019,-0.273213084,0.010819454,-0.273316733,0.11842838,39.13909967,35.57020111,53.42045787,51.08773391,51.05160996,1533.366785,1792.061491,2362.410161,2228.193957,2088.519639,1,31,33.961554,0,0,2,5,1,2,8,1,0,0.204124145,0.526099421,0.353553391,0.668224763,0.806606421,0.204124145,0.256365423,0.168438768,0.237183871,0.232403135,3.104930479,0.204124145,0.649968687,0,1.124366337,0.029160592,0.141586022,0,21.3445705,13.58022458,13.42586644,10.18751044,7.762730132,5.332525697,3.273250854,2.165138049,15.56738162,9.422032082,7.672132729,5.155962916,3.495875171,2.043202616,1.205639038,0.740567588,5.464902675,7.462110855,9.460629051,1.796320112,2.203044151,2.161486438,759,0.411764706,0.179953767,2550.707997,50.50453442,13.66323636,2782.064623,52.74528058,14.0644387,5873.078766,76.63601481,18.04216326,2,5,0.578947368,0,0,0,0,0,0,0,0,7,0,0,2,3,0,0,2,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.65868887,9.646502836,6.035714286,5,6,NA,NA,0,4,2.45,0,0,0,0,7.648977901,19.2351242,1.43863687,7.826583973,1.433726465,0,0.142857143,0,0,0,0.142857143,0.25,0,0.333333333,0,10307.46773,9133.856011,1878.97967,1.128490281,5.485672835,4.861072291,9.173808846,0.5,1,0.815418315,9,3,1,3,1,1,0,1,1,0,0,0,75.43,5.95419631,356.9370253,419.163218,57.49898287,1.982723547,26.34026891,5.06649657,8.96415153,2595,41,2.066,154
Mol39,-0.2067,0.04272489,92.2462,11.9,19.00041565,-0.326849713,0.205359923,3.984382042,9.94115682,479.6458327,1074.011045,23.3488548,228.0547148,-510.6544578,-47.27543684,251.5911179,1584.665503,70.62429164,0.677752525,1.517606633,0.032992563,0.322247475,-0.72156855,-0.06680147,339.4456184,760.0782049,16.52399733,161.3944465,-361.3904394,-33.45685254,0.091327163,0.145910513,0.258490451,2.53977483,506.7231216,200.9774259,0.716013466,0.283986534,2380.08,1.311846783,4.016242692,20.47082572,0.050848913,0.155674867,NA,NA,NA,0.450874227,0.444863054,0.550239128,25.7989152,114.3390861,247.9925395,0.345107165,NA,1.44597641,0,59.111618,6,6,54,0.606031178,-0.247445309,0.012520612,-0.038997515,-0.103607365,35.13501139,33.40663089,46.59127328,48.92416368,45.64641892,1595.654262,1846.228278,2396.411402,2273.431218,2120.708864,1,30,35.928382,0,0,2,5,1,2,9,1,0,0,0.204124145,0.23570226,0.408114734,0.571401267,0,0.204124145,0.193349166,0.223724305,0.210730379,2.1032692,0,0.566635354,0,0.92059155,0,0.135635175,0,20.25878407,13.34624435,12.31765134,10.06965931,7.394879002,5.234603426,3.230807236,2.102485122,15.72566624,9.810087374,7.782217962,5.693595898,3.621680668,2.162046481,1.259604906,0.773389296,4.786434327,6.431780769,8.311950729,1.8178006,2.218968669,2.18013079,729,0.407407407,0.189905424,2343.484049,48.40954502,13.28272967,2614.319422,51.13041582,13.7758863,5276.74166,72.64118432,17.4095927,2,5,0.6,0,0,0,0,0,0,0,0,9,0,0,2,3,0,0,2,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68,10.34693878,6.016375934,5,6,NA,NA,0,4,2.78,0,0,0,0,10.61658844,21.46310879,0,7.826583973,0,0,0.142857143,0,0,0,0.142857143,0.25,0,0.333333333,0,9270.013475,8122.915434,1885.21385,1.141217528,4.917221182,4.308750138,9.084660094,0.5,1,0.788668784,9,3,1,3,1,0,1,1,1,0,0,0,75.43,5.906890596,362.0978922,397.1977117,55.984217,1.999436321,21.60613608,5.076711911,8.971865173,2352,40,2.112,144
Mol40,-0.4947,0.24472809,95.1578,11.9,19.00041608,-0.32685247,0.205369871,3.984426483,9.986460101,512.213022,1174.176,25.73850187,216.9341477,-497.2908903,-44.89016688,295.2788744,1671.46689,70.62866875,0.702482357,1.610341573,0.035299461,0.297517643,-0.682017171,-0.061565304,373.4786753,856.1471071,18.76715579,158.1769198,-362.5982452,-32.73153813,0.08920834,0.142525336,0.403989405,2.531223738,536.8373161,192.3098536,0.73625372,0.26374628,2669.08,1.528323357,3.670959352,23.37685699,0.053482499,0.128462395,NA,NA,NA,0.423140482,0.416847148,0.5854052,28.5761397,127.1533013,286.8832616,0.363541329,NA,1.425392829,0,62.205204,6,6,57,0.606030129,-0.247456183,0.012525795,-0.038979007,-0.103622892,36.13501139,34.40663089,49.59127328,49.92416368,48.14469283,1700.547848,1959.439293,2626.89501,2384.70876,2263.366942,1,31,38.114796,0,0,2,5,1,2,10,1,0,0,0,0.262188697,0.290263604,0.571401267,0,0,0.23562466,0.203195386,0.219359829,2.1032692,0,0.566635354,0,0.92059155,0,0.135635175,0,20.96589085,13.84624435,12.67120473,10.31965931,8.116566838,5.401270092,3.515325033,2.185818455,16.43277302,10.31008737,8.135771352,5.943595898,4.343368504,2.306384048,1.390699255,0.824420332,4.786434327,6.681780769,8.596468526,1.8178006,2.43547502,2.311225139,761,0.403508772,0.183432755,2414.787983,49.1404923,13.4161015,2705.629298,52.01566396,13.93443715,5488.841387,74.08671532,17.63979608,2,5,0.619047619,0,0,0,0,0,0,0,0,10,0,0,2,3,0,0,2,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.65868887,11.0394808,6.491083676,5,6,NA,NA,0,4,2.89,0,0,0,0,12.5853507,22.43724775,0,7.826583973,0,0,0.142857143,0,0,0,0.142857143,0.25,0,0.333333333,0,10762.11715,9827.245306,1843.146132,1.09513061,5.838992882,5.331777624,9.413139677,0.5,1,0.797737616,9,3,1,3,1,0,0,2,1,0,0,0,75.43,5.95419631,379.3938768,411.2133618,58.16822013,2.005800694,21.6409723,5.096558369,8.986851309,2595,41,2.681,148
Mol41,1.271,1.615441,95.9362,11.89,19.00041565,-0.326849935,0.206417503,3.984438403,9.998549631,520.298238,1175.043011,26.63334046,218.481063,-493.4182499,-44.71400151,301.817175,1668.46126,71.34734196,0.704267482,1.590519671,0.036050469,0.295732518,-0.667883154,-0.060524167,384.3855686,868.0974539,19.67616065,161.409287,-364.5271897,-33.03377878,0.09096266,0.144668257,0.017163918,2.645976594,549.9228677,188.8564333,0.744366913,0.255633087,2493.08,1.411525139,3.802094473,20.33441617,0.05524985,0.148821401,NA,NA,NA,0.451340785,0.437757274,0.585619065,25.54803578,111.3826629,246.0604658,0.346946562,NA,1.474717123,0,60.445204,6,6,56,0.604839685,-0.248526573,0.017879209,-0.044072315,-0.102665083,35.13501139,32.40663089,48.59127328,50.42243759,44.14814501,1625.809079,1857.292948,2514.977108,2336.568807,2125.32087,1,29,38.114796,0,0,2,5,1,5,6,0,1,0,0,0.11785113,0.206930271,0.429142368,0,0,0.091287093,0.131026602,0.153812654,3.271049822,0.288675135,1.061156659,0.204124145,2.018359453,0.25,0.259265501,0.051031036,21.06011345,12.98508957,12.91645712,9.571160281,6.774559878,4.762926219,3.147046747,2.036669083,16.52699563,9.454915659,8.369264252,4.885145864,3.268300772,1.935235963,1.200826684,0.729716963,6.001322112,6.82060696,8.48209938,2.227945825,2.46194846,2.304663071,669,0.267857143,0.188946581,2283.038246,47.78114948,13.1675324,2573.867764,50.73330035,13.70446471,5277.967413,72.64962087,17.41094064,2,5,0.6,0,0,0,0,0,0,3,0,6,0,0,2,2,0,0,2,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.27110583,10.34693878,7.038733861,5,6,NA,NA,0,4,2.78,1.5,3.050587619,3.038876202,3,6.889853346,17.06341468,1.17910222,6.727527969,1.225639285,0,0.142857143,0,0,0,0.142857143,0.25,0,0.333333333,0,9148.783248,8091.173727,1803.479957,1.130711508,5.072849972,4.486422872,8.969434473,0.466666667,0.875,0.823730921,9,2,1,2,1,0,0,1,1,0,0,0,75.43,5.857980995,374.4543509,399.2133618,55.01021704,1.964650609,21.51609295,5.02541367,8.933129676,2329,41,2.084,142
Mol42,0.7886,0.62188996,91.4499,11.89,19.00141922,-0.326853195,0.237219763,3.984354034,9.914757641,464.8119521,1104.427049,24.61231869,264.8499315,-629.3027254,-49.92018506,199.9620206,1733.729774,74.53250376,0.637023754,1.513614831,0.033731128,0.362976246,-0.862457995,-0.068415503,339.1555646,805.8583209,17.95867082,193.2508999,-459.1782121,-36.42485627,0.099678921,0.137503866,0,2.393445482,518.0859677,211.575916,0.710035674,0.289964326,2160.09,1.568720512,4.310543368,18.57782785,0.064141744,0.176249221,NA,NA,NA,0.457312858,0.45629806,0.597075025,24.45709173,115.9859901,266.0670559,0.319706776,NA,1.510685943,0,57.241825,6,6,53,0.710121558,-0.254385131,-0.097778584,0.04619085,-0.116163731,36.63705553,32.988416,50.33662862,51.87589616,44.72993012,1537.598669,1762.72749,2387.543975,2241.501676,2047.558924,1,29,36.038175,0,0,2,5,1,4,6,1,0,0,0,0.11785113,0.206930271,0.429142368,0,0,0.091287093,0.131026602,0.153812654,3.271049822,0.288675135,1.061156659,0.204124145,1.396323927,0.094491118,0.195779266,0.019287919,21.06011345,12.98508957,12.91645712,9.571160281,6.774559878,4.762926219,3.147046747,2.036669083,15.9049601,9.143897895,7.591719843,4.743905188,3.213320079,1.903492845,1.164184956,0.696709373,6.001322112,6.82060696,8.48209938,1.913721355,2.188300625,2.128345523,669,0.283018868,0.187083806,2354.03498,48.51839837,13.30263385,2614.587343,51.13303573,13.77635688,5493.706014,74.11953868,17.64500578,2,5,0.578947368,0,0,0,0,0,0,2,0,6,0,0,2,2,0,0,2,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.27110583,10.34693878,7.038733861,5,6,NA,NA,0,4,2.56,0.5,2.033725079,2.025917468,2,6.889853346,17.06341468,1.17910222,6.727527969,1.225639285,0,0.142857143,0,0,0,0.142857143,0.25,0,0.333333333,0,9300.450766,8273.643375,1925.652473,1.124105832,4.829765962,4.29654026,9.081600525,0.466666667,0.875,0.72838534,9,2,1,2,1,0,0,1,1,0,0,0,75.43,5.857980995,363.2259251,403.1882899,55.01021704,1.964650609,23.86373942,5.02541367,8.933129676,2329,41,1.931,142
Mol43,0.2577,0.06640929,87.3761,11.9973867,19.00291434,-0.326851957,0.339435492,3.887452774,9.870640342,433.9655374,1078.120758,26.9425454,292.2056441,-725.940065,-59.26317669,141.7598934,1804.060823,86.20572209,0.597607766,1.484664753,0.037102196,0.402392234,-0.999681733,-0.081610477,315.1332671,782.9002246,19.56490003,212.1913178,-527.1567547,-43.03521104,0.127482305,0.131511125,0,2.343360015,529.7172564,196.4539252,0.729466095,0.270533905,1845.1,1.920363704,3.682160883,16.42281118,0.08718885,0.167178422,NA,NA,NA,0.460906477,0.470016719,0.551747761,22.02533577,99.08029156,237.2327723,0.309224546,NA,1.482670956,0,54.038446,6,6,50,0.819507757,-0.295437001,-0.177054538,0.133067078,-0.129821196,38.13909967,33.57020111,52.42045787,53.32935472,45.31171524,1460.582075,1679.892684,2274.596009,2151.622247,1971.353847,1,29,33.961554,0,0,2,5,1,3,7,0,0,0,0,0.11785113,0.206930271,0.429142368,0,0,0.091287093,0.131026602,0.153812654,3.271049822,0.288675135,1.061156659,0.204124145,1.064484547,0.035714286,0.152038378,0.007290148,21.06011345,12.98508957,12.91645712,9.571160281,6.774559878,4.762926219,3.147046747,2.036669083,15.28292457,8.832880132,7.007639533,4.602664512,3.158339387,1.871749727,1.127543229,0.663701782,6.001322112,6.82060696,8.48209938,1.687353604,2.036709453,2.019935334,669,0.3,0.185257402,2419.123286,49.18458382,13.42412541,2649.821991,51.4764217,13.83796518,5708.693187,75.55589445,17.87223642,2,5,0.555555556,0,0,0,0,0,0,1,0,6,0,0,2,2,0,0,2,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.27110583,10.34693878,7.038733861,5,6,NA,NA,0,4,2.34,0,1.01686254,1.012958734,1,6.889853346,17.06341468,1.17910222,6.727527969,1.225639285,0,0.142857143,0,0,0,0.142857143,0.25,0,0.333333333,0,8876.385679,7980.580778,1996.727464,1.112248084,4.445466815,3.996830274,8.967413681,0.466666667,0.875,0.756404843,9,2,1,2,1,0,0,1,1,0,0,0,75.43,5.857980995,351.9974993,407.163218,55.01021704,1.964650609,26.21138589,5.02541367,8.933129676,2329,41,1.915,142
Mol44,0.8477,0.71859529,87.7932,11.99738669,19.00382907,-0.326857231,0.418036663,3.1556706,9.872063239,428.557842,1120.363142,32.10859842,351.8746906,-919.893175,-66.83568223,76.68315144,2040.256317,98.94428065,0.549128623,1.435566939,0.041142055,0.450871377,-1.178696603,-0.085639283,334.460482,874.3678444,25.05859479,274.6144559,-717.9145603,-52.16074075,0.152002524,0.124975617,0.999077347,2.307884024,572.3230778,208.1094548,0.733340877,0.266659123,1789.11,1.496694325,3.933713492,17.48081377,0.065325819,0.171693747,NA,NA,NA,0.442608677,0.498377045,0.579157268,22.91122158,100.8155144,226.6461922,0.322235325,NA,1.52014299,0,53.928653,6,6,50,0.891520329,-0.355529659,0.045634539,-0.314816899,0.170702806,40.64114381,35.15198622,55.84276103,50.17124511,54.00334244,1459.87961,1677.327253,2256.236059,2123.648207,2020.021065,1,30,34.071347,0,0,2,5,1,3,7,0,0,0,0,0.11785113,0.206930271,0.429142368,0,0,0.091287093,0.131026602,0.153812654,3.550235579,0.353553391,0.448784223,0,0.968017545,0.019090089,0.106172392,0,21.76722023,13.45821612,13.51934018,9.113383168,7.523512183,4.922374629,3.121253199,2.068306817,15.36799583,8.97896915,7.005270715,4.601574361,3.268828151,1.913495317,1.128656752,0.672748901,4.727048418,7.280884131,8.915949985,1.520458975,2.014884234,2.003656924,731,0.3,0.17741815,2550.286383,50.50036023,13.66248351,2770.658229,52.63704237,14.04519109,6049.685231,77.77972249,18.22122592,2,5,0.555555556,0,0,0,0,0,0,0,0,7,0,0,2,2,0,0,2,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26222222,11.0394808,8.215277778,6,6,NA,NA,0,4,2.23,0,0,0,0,7.904781992,18.05026816,1.43863687,6.727527969,1.012958734,0,0.142857143,0,0,0,0.142857143,0.25,0,0.333333333,0,10767.54138,9680.47125,2039.084693,1.112295167,5.280575848,4.747459134,9.391931579,0.5,1,0.678263181,10,2,1,2,1,0,0,1,1,0,0,0,75.43,5.906890596,358.0650582,425.1537962,57.00827705,1.965802657,28.61643348,5.05306769,8.954011332,2620,40,2.592,146
Mol45,0.1836,0.03370896,95.0313,11.9,19.00041565,-0.326847782,0.206503958,3.984644929,10.21012494,488.9263265,1066.184191,26.27140328,231.4685543,-504.7552156,-44.63936377,257.4577722,1570.939407,70.91076705,0.678692117,1.479999677,0.036468059,0.321307883,-0.700664634,-0.061965132,352.2200227,768.0736333,18.92578444,166.7487616,-363.6230733,-32.15796914,0.094269056,0.149825536,1.221429492,2.691763038,521.1926429,199.2022379,0.72348188,0.27651812,2380.08,1.91474661,3.598327526,17.62676745,0.082746747,0.155503551,NA,NA,NA,0.453591147,0.436721352,0.58502012,23.13984158,104.0675611,248.6538109,0.321312277,NA,1.475332618,0,59.111618,6,6,54,0.629442737,-0.281828333,0.048655745,-0.043839293,-0.134695602,35.13501139,33.57281282,46.59127328,51.25625566,47.31432695,1628.480963,1898.104653,2471.621908,2434.963574,2295.45778,1,30,37.248382,0,0,2,5,1,2,8,1,0,0.288675135,0.166666667,0.11785113,0.371196697,0.689920844,0.288675135,0.144337567,0.091287093,0.241219871,0.26738738,2.29571929,0,0.681092032,0,1.072484495,0,0.169792506,0,20.42192077,13.25692795,12.4815667,9.771298543,7.494291972,5.097671904,3.222945398,2.015429069,15.96577306,9.693582143,7.902273261,5.204465504,3.734937591,2.234749543,1.293237564,0.772395797,5.116046064,6.888424898,9.234585267,1.885874633,2.514611505,2.707964088,695,0.388888889,0.167775388,2377.103935,48.75555286,13.34594683,2645.346529,51.43293234,13.83017016,5405.240203,73.5203387,17.54977957,1,5,0.6,0,0,0,0,0,0,1,0,7,0,0,2,3,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68,9.871281774,6.016375934,5,6,NA,NA,0,4,2.78,0,1.893309482,1.550412597,0,9.032229697,20.53590597,0,7.826583973,0,0,0.142857143,0,0,0,0,0.377964473,0,0,0.333333333,8255.290176,7324.078789,1997.895724,1.127143824,4.131992514,3.665896424,8.843541624,0.466666667,0.875,0.724721765,9,3,1,3,1,1,0,1,1,0,0,0,66.64,5.906890596,362.0978922,397.1977117,55.52078732,1.982885262,21.73383048,5.02307038,9.153215608,2290,42,1.685,146
Mol46,1.3733,1.88595289,101.6329,11.89,19.00041608,-0.326850738,0.208404633,3.98474549,10.31290597,491.2802629,1106.862177,24.41859579,215.7952385,-486.190074,-44.93212527,275.4850244,1593.052251,69.35072106,0.694805946,1.56540875,0.034534637,0.305194054,-0.687607014,-0.063546432,347.3722383,782.6351286,17.26579086,152.5835265,-343.7730904,-31.77040501,0.09225081,0.145014165,0.139255852,4.77927106,511.218708,195.8567935,0.723004413,0.276995587,2788.08,2.826626956,3.62915875,12.72090484,0.147399102,0.189248439,NA,NA,NA,0.42675753,0.506855561,0.572061766,19.17669054,92.38171356,242.0529817,0.247514345,NA,1.505674857,0,63.53879,6,6,59,0.628268392,-0.282933996,0.054256479,-0.049326191,-0.133669004,36.13501139,33.57281282,50.59127328,53.75452957,49.31432695,1749.825258,2009.86551,2756.956473,2627.080998,2483.047444,1,30,41.62121,0,0,2,5,1,5,6,0,1,0,0,0.11785113,0.206930271,0.418329326,0,0,0.091287093,0.131026602,0.150405307,3.469294604,0.288675135,1.066635354,0.166666667,2.171085847,0.25,0.275377893,0.045643546,21.93035694,13.39577317,13.43972056,10.01640551,7.346920284,4.84863184,3.250780289,2.017246054,17.47420922,9.838410428,8.844914463,5.178619734,3.741833325,2.068607295,1.305214447,0.770601875,6.384767539,8.369592571,10.49939246,2.442106629,3.342802722,3.323833322,694,0.254237288,0.161266509,2360.894639,48.58903826,13.31554261,2668.362503,51.65619521,13.87016443,5809.808443,76.22209944,17.97714016,1,5,0.619047619,0,0,0,0,0,0,4,0,6,0,0,2,2,0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26222222,10.54338843,7,5,6,NA,NA,0,4,2.89,2.121320344,4.41610791,4.286658993,3.039342743,6.889853346,17.06341468,1.17910222,6.727527969,1.225639285,0,0.142857143,0,0,0,0,0.377964473,0,0,0.333333333,6263.866617,5714.096561,2412.603077,1.096212945,2.596310465,2.368436241,8.19855199,0.466666667,0.875,0.860245183,9,2,1,2,1,0,0,1,1,0,0,0,66.64,5.906890596,391.7503355,413.2290119,56.83192688,1.959721617,21.71520461,5.011504935,9.146156598,2512,44,2.226,148
